product_id,category,name,brand,size,price,mrp,discount_percent,rack_location,in_stock,health_tags
1412,Oil,Groundnut Oil 1 kg DMart,DMart,1 kg,243.03,285.92,15,A02-R02-S02,1,snack;staple;diabetic friendly
1413,Biscuits,Marie Gold 1 kg Aashirvaad,Aashirvaad,1 kg,620.7,730.23,15,A03-R03-S03,1,kids
1414,Rice,Sona Masoori 2 kg Parle,Parle,2 kg,205.56,241.83,15,A04-R04-S04,1,low sugar;diabetic friendly
1415,Bread,White Bread 500 g Fortune,Fortune,500 g,434.47,543.09,20,A05-R05-S05,1,staple;protein;snack
1416,Beverages,Soda 500 ml Britannia,Britannia,500 ml,303.5,337.22,10,A06-R01-S06,1,kids
1417,Biscuits,Milk Bikis 100 g Modern,Modern,100 g,566.27,596.07,5,A07-R02-S01,1,snack
1418,Beverages,Soda 200 g Lays,Lays,200 g,279.03,293.72,5,A08-R03-S02,1,protein;snack;staple
1419,Beverages,Cola 1 kg Fortune,Fortune,1 kg,559.61,559.61,0,A09-R04-S03,1,diabetic friendly
1420,Oil,Sunflower Oil 250 g Modern,Modern,250 g,174.97,218.71,20,A10-R05-S04,0,staple
1421,Bread,Brown Bread 2 kg Parle,Parle,2 kg,415.06,461.18,10,A01-R01-S05,0,low fat
1422,Bread,Brown Bread 500 g DMart,DMart,500 g,54.0,54.0,0,A02-R02-S06,1,staple
1423,Snacks,Namkeen 500 ml Aashirvaad,Aashirvaad,500 ml,219.76,244.18,10,A03-R03-S01,0,diabetic friendly;snack
1424,Pulses,Moong Dal 500 ml Aashirvaad,Aashirvaad,500 ml,520.29,612.11,15,A04-R04-S02,1,snack
1425,Pulses,Moong Dal 1 kg Modern,Modern,1 kg,177.26,186.59,5,A05-R05-S03,1,kids
1426,Pulses,Moong Dal 1 kg Parle,Parle,1 kg,456.79,507.54,10,A06-R01-S04,1,high fibre;staple
1427,Oil,Groundnut Oil 100 g Lays,Lays,100 g,405.35,450.39,10,A07-R02-S05,1,protein;low sugar;high fibre
1428,Rice,Basmati Rice 1 L Modern,Modern,1 L,598.27,664.75,10,A08-R03-S06,1,high fibre;protein;diabetic friendly
1429,Rice,Regular Rice 200 g Parle,Parle,200 g,572.28,572.28,0,A09-R04-S01,1,high fibre
1430,Rice,Regular Rice 1 L DMart,DMart,1 L,34.05,42.56,20,A10-R05-S02,1,snack
1431,Oil,Mustard Oil 200 ml Modern,Modern,200 ml,473.04,556.52,15,A01-R01-S03,0,low fat;kids
1432,Pulses,Chana Dal 500 ml Lays,Lays,500 ml,355.52,374.23,5,A02-R02-S04,1,diabetic friendly;staple
1433,Oil,Groundnut Oil 1 L Lays,Lays,1 L,498.67,623.34,20,A03-R03-S05,1,kids
1434,Oil,Groundnut Oil 500 g Modern,Modern,500 g,359.2,422.59,15,A04-R04-S06,1,snack;low fat;diabetic friendly
1435,Pulses,Chana Dal 100 g DMart,DMart,100 g,634.58,746.57,15,A05-R05-S01,1,snack
1436,Dairy,Curd 500 g Lays,Lays,500 g,241.41,284.01,15,A06-R01-S02,1,high fibre;diabetic friendly;protein
1437,Pulses,Chana Dal 250 g Amul,Amul,250 g,260.09,325.11,20,A07-R02-S03,1,low sugar;kids
1438,Dairy,Toned Milk 1 L India Gate,India Gate,1 L,592.31,696.84,15,A08-R03-S04,1,staple;diabetic friendly
1439,Dairy,Curd 500 g Modern,Modern,500 g,128.87,128.87,0,A09-R04-S05,0,staple;protein;kids
1440,Bread,Brown Bread 2 kg Modern,Modern,2 kg,42.47,44.7,5,A10-R05-S06,1,snack
1441,Snacks,Khakhra 2 kg Parle,Parle,2 kg,631.8,743.3,15,A01-R01-S01,1,low sugar
1442,Dairy,Toned Milk 250 g Amul,Amul,250 g,288.14,338.99,15,A02-R02-S02,1,low fat;staple
1443,Beverages,Orange Juice 2 kg Lays,Lays,2 kg,394.48,438.31,10,A03-R03-S03,1,snack;diabetic friendly
1444,Rice,Sona Masoori 200 ml Parle,Parle,200 ml,274.65,289.11,5,A04-R04-S04,1,protein;staple;low sugar
1445,Snacks,Khakhra 500 ml DMart,DMart,500 ml,612.63,720.74,15,A05-R05-S05,1,staple
1446,Oil,Groundnut Oil 1 L Modern,Modern,1 L,459.52,574.4,20,A06-R01-S06,1,staple
1447,Bread,Whole Wheat Bread 100 g Aashirvaad,Aashirvaad,100 g,445.38,445.38,0,A07-R02-S01,1,diabetic friendly;high fibre
1448,Pulses,Toor Dal 1 kg Aashirvaad,Aashirvaad,1 kg,154.38,181.62,15,A08-R03-S02,1,snack;low fat;staple
1449,Biscuits,Bourbon 1 L Fortune,Fortune,1 L,369.5,410.55,10,A09-R04-S03,1,snack;staple;kids
1450,Snacks,Namkeen 1 kg India Gate,India Gate,1 kg,419.68,493.74,15,A10-R05-S04,1,diabetic friendly
1451,Snacks,Khakhra 200 ml Fortune,Fortune,200 ml,519.84,649.8,20,A01-R01-S05,1,high fibre;snack;kids
1452,Bread,Whole Wheat Bread 250 g Parle,Parle,250 g,301.28,376.6,20,A02-R02-S06,1,protein;kids
1453,Rice,Basmati Rice 200 ml Amul,Amul,200 ml,337.35,421.69,20,A03-R03-S01,1,staple;snack
1454,Bread,Brown Bread 100 g India Gate,India Gate,100 g,624.25,624.25,0,A04-R04-S02,1,low sugar;staple;diabetic friendly
1455,Bread,Whole Wheat Bread 100 g Aashirvaad,Aashirvaad,100 g,103.09,114.54,10,A05-R05-S03,1,high fibre
1456,Dairy,Paneer 1 L Lays,Lays,1 L,625.67,695.19,10,A06-R01-S04,1,snack
1457,Dairy,Toned Milk 2 kg Aashirvaad,Aashirvaad,2 kg,341.69,379.66,10,A07-R02-S05,1,kids;high fibre;staple
1458,Oil,Mustard Oil 100 g Lays,Lays,100 g,605.66,672.96,10,A08-R03-S06,1,snack;high fibre
1459,Dairy,Curd 200 g Britannia,Britannia,200 g,136.18,170.22,20,A09-R04-S01,1,high fibre;staple
1460,Beverages,Soda 2 kg Britannia,Britannia,2 kg,731.85,731.85,0,A10-R05-S02,1,snack;staple;diabetic friendly
1461,Beverages,Soda 200 g Aashirvaad,Aashirvaad,200 g,617.65,617.65,0,A01-R01-S03,0,diabetic friendly;high fibre;snack
1462,Oil,Sunflower Oil 500 g Parle,Parle,500 g,74.74,87.93,15,A02-R02-S04,1,low fat
1463,Beverages,Orange Juice 500 ml Amul,Amul,500 ml,89.77,94.49,5,A03-R03-S05,1,protein
1464,Dairy,Curd 200 ml Lays,Lays,200 ml,168.67,198.44,15,A04-R04-S06,1,kids;low sugar;high fibre
1465,Dairy,Toned Milk 2 kg India Gate,India Gate,2 kg,606.1,638.0,5,A05-R05-S01,1,snack;staple
1466,Pulses,Moong Dal 200 ml Modern,Modern,200 ml,505.07,505.07,0,A06-R01-S02,1,snack;low sugar;high fibre
1467,Beverages,Soda 200 ml Lays,Lays,200 ml,86.28,86.28,0,A07-R02-S03,1,kids
1468,Oil,Mustard Oil 1 L Amul,Amul,1 L,555.03,555.03,0,A08-R03-S04,1,snack;protein;kids
1469,Rice,Sona Masoori 100 g Modern,Modern,100 g,568.78,710.97,20,A09-R04-S05,1,snack
1470,Pulses,Moong Dal 500 ml Modern,Modern,500 ml,614.29,682.55,10,A10-R05-S06,1,kids;protein
1471,Bread,Whole Wheat Bread 500 g India Gate,India Gate,500 g,404.24,449.15,10,A01-R01-S01,1,low fat;high fibre;snack
1472,Rice,Basmati Rice 2 kg India Gate,India Gate,2 kg,557.7,619.67,10,A02-R02-S02,1,staple;high fibre
1473,Beverages,Orange Juice 2 kg Parle,Parle,2 kg,287.52,302.65,5,A03-R03-S03,1,staple;high fibre
1474,Beverages,Soda 2 kg Aashirvaad,Aashirvaad,2 kg,675.73,794.98,15,A04-R04-S04,1,protein;snack
1475,Snacks,Khakhra 1 L Fortune,Fortune,1 L,289.32,340.38,15,A05-R05-S05,1,protein;high fibre
1476,Bread,White Bread 1 kg India Gate,India Gate,1 kg,486.57,512.18,5,A06-R01-S06,1,diabetic friendly;high fibre
1477,Dairy,Toned Milk 1 kg India Gate,India Gate,1 kg,286.24,357.8,20,A07-R02-S01,1,high fibre
1478,Bread,White Bread 500 ml Aashirvaad,Aashirvaad,500 ml,27.32,34.15,20,A08-R03-S02,1,kids;staple
1479,Bread,White Bread 100 g DMart,DMart,100 g,425.54,472.82,10,A09-R04-S03,1,snack
1480,Oil,Sunflower Oil 200 ml India Gate,India Gate,200 ml,212.7,212.7,0,A10-R05-S04,1,protein;staple;high fibre
1481,Snacks,Mixture 100 g Amul,Amul,100 g,579.32,643.69,10,A01-R01-S05,1,protein;snack
1482,Oil,Sunflower Oil 500 ml Britannia,Britannia,500 ml,224.99,224.99,0,A02-R02-S06,1,protein;snack
1483,Snacks,Potato Chips 1 kg DMart,DMart,1 kg,30.53,38.16,20,A03-R03-S01,1,high fibre;protein;kids
1484,Biscuits,Marie Gold 1 L Lays,Lays,1 L,739.91,778.85,5,A04-R04-S02,1,staple;diabetic friendly
1485,Pulses,Chana Dal 500 ml Lays,Lays,500 ml,695.66,772.96,10,A05-R05-S03,1,kids;low fat;protein
1486,Biscuits,Good Day 1 L India Gate,India Gate,1 L,465.41,465.41,0,A06-R01-S04,1,diabetic friendly;low sugar
1487,Pulses,Chana Dal 1 L Lays,Lays,1 L,71.14,79.05,10,A07-R02-S05,1,staple
1488,Rice,Regular Rice 2 kg DMart,DMart,2 kg,422.27,422.27,0,A08-R03-S06,1,staple;low fat;snack
1489,Oil,Mustard Oil 200 g Lays,Lays,200 g,260.69,325.86,20,A09-R04-S01,1,snack;low fat;low sugar
1490,Biscuits,Bourbon 200 g Amul,Amul,200 g,253.5,316.87,20,A10-R05-S02,1,high fibre;low sugar;protein
1491,Snacks,Namkeen 500 ml Parle,Parle,500 ml,370.05,435.35,15,A01-R01-S03,1,low fat;snack;kids
1492,Dairy,Paneer 2 kg DMart,DMart,2 kg,514.75,643.44,20,A02-R02-S04,1,staple;low fat
1493,Biscuits,Milk Bikis 200 ml Aashirvaad,Aashirvaad,200 ml,526.7,526.7,0,A03-R03-S05,1,diabetic friendly;kids;protein
1494,Dairy,Toned Milk 500 ml Britannia,Britannia,500 ml,621.27,653.97,5,A04-R04-S06,1,low sugar;diabetic friendly
1495,Biscuits,Bourbon 250 g Aashirvaad,Aashirvaad,250 g,481.34,566.28,15,A05-R05-S01,0,low fat;high fibre;kids
1496,Dairy,Cheese Slices 2 kg Modern,Modern,2 kg,536.73,536.73,0,A06-R01-S02,1,snack
1497,Bread,White Bread 500 g India Gate,India Gate,500 g,514.73,605.57,15,A07-R02-S03,1,diabetic friendly;high fibre
1498,Bread,Whole Wheat Bread 500 g Fortune,Fortune,500 g,383.94,479.92,20,A08-R03-S04,1,protein;high fibre
1499,Oil,Groundnut Oil 200 ml Parle,Parle,200 ml,268.58,335.72,20,A09-R04-S05,1,high fibre;snack
1500,Snacks,Mixture 200 g Fortune,Fortune,200 g,213.48,237.2,10,A10-R05-S06,1,high fibre;snack;staple
1501,Oil,Groundnut Oil 2 kg Aashirvaad,Aashirvaad,2 kg,580.27,644.74,10,A01-R01-S01,0,high fibre
1502,Bread,Whole Wheat Bread 250 g DMart,DMart,250 g,143.39,179.24,20,A02-R02-S02,1,diabetic friendly;protein
1503,Snacks,Namkeen 100 g Fortune,Fortune,100 g,449.17,528.44,15,A03-R03-S03,1,snack;kids;low sugar
1504,Dairy,Curd 200 g Fortune,Fortune,200 g,591.61,696.01,15,A04-R04-S04,1,staple;snack
1505,Snacks,Mixture 200 g Aashirvaad,Aashirvaad,200 g,402.4,473.41,15,A05-R05-S05,1,protein;low fat
1506,Rice,Sona Masoori 100 g Fortune,Fortune,100 g,205.1,205.1,0,A06-R01-S06,1,kids;diabetic friendly
1507,Rice,Regular Rice 200 ml Fortune,Fortune,200 ml,46.1,51.22,10,A07-R02-S01,1,staple;kids;low fat
1508,Pulses,Toor Dal 500 ml Modern,Modern,500 ml,125.71,132.33,5,A08-R03-S02,0,snack
1509,Dairy,Curd 500 g Amul,Amul,500 g,758.77,758.77,0,A09-R04-S03,1,low sugar;kids
1510,Rice,Regular Rice 100 g India Gate,India Gate,100 g,39.99,49.99,20,A10-R05-S04,1,low sugar;low fat;high fibre
1511,Snacks,Namkeen 200 ml Parle,Parle,200 ml,531.04,558.99,5,A01-R01-S05,1,protein;high fibre;diabetic friendly
1512,Beverages,Cola 500 ml Lays,Lays,500 ml,62.06,65.33,5,A02-R02-S06,0,protein;high fibre;low sugar
1513,Dairy,Toned Milk 500 ml Aashirvaad,Aashirvaad,500 ml,285.23,356.54,20,A03-R03-S01,1,diabetic friendly
1514,Beverages,Soda 100 g Amul,Amul,100 g,610.61,718.37,15,A04-R04-S02,1,snack;staple;kids
1515,Pulses,Toor Dal 500 ml DMart,DMart,500 ml,288.9,304.1,5,A05-R05-S03,1,snack;staple;low fat
1516,Beverages,Cola 1 kg Modern,Modern,1 kg,114.7,120.74,5,A06-R01-S04,1,low sugar
1517,Pulses,Moong Dal 1 L Britannia,Britannia,1 L,168.7,168.7,0,A07-R02-S05,1,low sugar
1518,Oil,Sunflower Oil 200 ml Amul,Amul,200 ml,283.23,333.21,15,A08-R03-S06,1,staple;snack
1519,Bread,White Bread 2 kg Britannia,Britannia,2 kg,184.61,184.61,0,A09-R04-S01,1,low fat;kids
1520,Rice,Sona Masoori 500 g Aashirvaad,Aashirvaad,500 g,677.58,752.87,10,A10-R05-S02,1,staple
1521,Biscuits,Bourbon 1 L Parle,Parle,1 L,363.7,363.7,0,A01-R01-S03,1,protein;low sugar;low fat
1522,Bread,White Bread 250 g DMart,DMart,250 g,669.11,704.33,5,A02-R02-S04,1,low fat
1523,Snacks,Khakhra 500 g Amul,Amul,500 g,312.86,347.62,10,A03-R03-S05,1,diabetic friendly
1524,Rice,Sona Masoori 500 ml Amul,Amul,500 ml,99.24,110.27,10,A04-R04-S06,1,staple
1525,Dairy,Curd 500 g Britannia,Britannia,500 g,289.26,321.4,10,A05-R05-S01,1,staple
1526,Pulses,Moong Dal 1 L Aashirvaad,Aashirvaad,1 L,270.12,317.79,15,A06-R01-S02,1,snack;kids;diabetic friendly
1527,Snacks,Namkeen 2 kg Fortune,Fortune,2 kg,121.69,152.11,20,A07-R02-S03,1,high fibre
1528,Beverages,Cola 200 ml Modern,Modern,200 ml,355.01,355.01,0,A08-R03-S04,1,protein;diabetic friendly;staple
1529,Dairy,Toned Milk 100 g Fortune,Fortune,100 g,667.5,785.3,15,A09-R04-S05,0,low sugar;staple;high fibre
1530,Snacks,Khakhra 200 g India Gate,India Gate,200 g,647.43,761.68,15,A10-R05-S06,1,protein;low fat;high fibre
1531,Oil,Mustard Oil 100 g Modern,Modern,100 g,197.82,247.27,20,A01-R01-S01,1,high fibre
1532,Dairy,Cheese Slices 250 g Parle,Parle,250 g,513.57,570.63,10,A02-R02-S02,1,high fibre;protein;staple
1533,Rice,Sona Masoori 200 ml Modern,Modern,200 ml,442.66,520.78,15,A03-R03-S03,1,staple;kids;low fat
1534,Rice,Basmati Rice 250 g Lays,Lays,250 g,382.72,402.86,5,A04-R04-S04,1,protein;kids
1535,Biscuits,Good Day 500 ml Modern,Modern,500 ml,23.54,27.69,15,A05-R05-S05,1,low fat;diabetic friendly;protein
1536,Pulses,Moong Dal 2 kg Lays,Lays,2 kg,365.88,385.14,5,A06-R01-S06,1,low fat
1537,Dairy,Paneer 200 g Fortune,Fortune,200 g,374.53,468.16,20,A07-R02-S01,1,staple;low sugar;snack
1538,Beverages,Mango Drink 500 ml Modern,Modern,500 ml,712.02,712.02,0,A08-R03-S02,1,high fibre;staple;kids
1539,Snacks,Namkeen 200 ml Fortune,Fortune,200 ml,183.75,183.75,0,A09-R04-S03,1,protein
1540,Snacks,Khakhra 1 L Britannia,Britannia,1 L,62.25,65.53,5,A10-R05-S04,1,snack;kids
1541,Dairy,Paneer 250 g Lays,Lays,250 g,147.24,154.99,5,A01-R01-S05,1,snack;diabetic friendly;kids
1542,Beverages,Soda 200 g Amul,Amul,200 g,194.05,215.61,10,A02-R02-S06,1,snack
1543,Beverages,Soda 200 g Aashirvaad,Aashirvaad,200 g,336.32,395.67,15,A03-R03-S01,1,staple;protein;diabetic friendly
1544,Bread,Whole Wheat Bread 250 g Lays,Lays,250 g,30.84,36.28,15,A04-R04-S02,1,high fibre;kids;low sugar
1545,Bread,Brown Bread 500 g Amul,Amul,500 g,726.5,764.74,5,A05-R05-S03,0,low fat
1546,Rice,Basmati Rice 200 ml Lays,Lays,200 ml,367.9,459.88,20,A06-R01-S04,0,high fibre;snack
1547,Biscuits,Bourbon 1 L Modern,Modern,1 L,360.48,360.48,0,A07-R02-S05,0,diabetic friendly;high fibre;protein
1548,Bread,White Bread 1 kg Amul,Amul,1 kg,622.83,732.74,15,A08-R03-S06,0,low fat;protein
1549,Dairy,Curd 500 g Fortune,Fortune,500 g,27.34,34.18,20,A09-R04-S01,1,snack;low fat;staple
1550,Bread,White Bread 250 g India Gate,India Gate,250 g,413.81,486.83,15,A10-R05-S02,1,snack;low sugar
1551,Beverages,Cola 1 kg Amul,Amul,1 kg,283.42,354.28,20,A01-R01-S03,1,kids;protein
1552,Biscuits,Bourbon 1 kg Britannia,Britannia,1 kg,623.66,656.48,5,A02-R02-S04,1,staple
1553,Pulses,Moong Dal 1 L Aashirvaad,Aashirvaad,1 L,363.15,427.24,15,A03-R03-S05,1,protein;snack
1554,Beverages,Orange Juice 200 g Parle,Parle,200 g,358.98,398.87,10,A04-R04-S06,1,protein;diabetic friendly
1555,Pulses,Toor Dal 1 L Amul,Amul,1 L,131.91,138.85,5,A05-R05-S01,1,protein;snack;diabetic friendly
1556,Rice,Sona Masoori 500 ml DMart,DMart,500 ml,397.06,441.18,10,A06-R01-S02,0,snack;kids;diabetic friendly
1557,Beverages,Cola 200 g DMart,DMart,200 g,378.71,420.79,10,A07-R02-S03,1,low sugar;protein;snack
1558,Beverages,Orange Juice 500 g Parle,Parle,500 g,430.87,430.87,0,A08-R03-S04,1,snack;low sugar;kids
1559,Oil,Sunflower Oil 200 ml Fortune,Fortune,200 ml,48.15,53.5,10,A09-R04-S05,1,kids;snack
1560,Rice,Sona Masoori 200 ml India Gate,India Gate,200 ml,169.71,199.66,15,A10-R05-S06,1,low fat;diabetic friendly
1561,Dairy,Paneer 500 ml Modern,Modern,500 ml,379.17,421.3,10,A01-R01-S01,1,kids
1562,Pulses,Chana Dal 1 kg Fortune,Fortune,1 kg,230.52,288.15,20,A02-R02-S02,1,low fat
1563,Dairy,Toned Milk 250 g Amul,Amul,250 g,247.25,309.06,20,A03-R03-S03,0,diabetic friendly;low sugar;low fat
1564,Biscuits,Marie Gold 200 g Britannia,Britannia,200 g,265.16,265.16,0,A04-R04-S04,1,staple;low fat;protein
1565,Snacks,Khakhra 1 L Parle,Parle,1 L,48.09,60.11,20,A05-R05-S05,1,snack;kids
1566,Oil,Mustard Oil 200 ml Modern,Modern,200 ml,221.87,221.87,0,A06-R01-S06,1,diabetic friendly;staple
1567,Dairy,Toned Milk 500 ml Amul,Amul,500 ml,432.96,541.2,20,A07-R02-S01,1,high fibre;staple;diabetic friendly
1568,Snacks,Namkeen 2 kg Britannia,Britannia,2 kg,288.12,338.96,15,A08-R03-S02,1,high fibre;protein
1569,Rice,Sona Masoori 2 kg DMart,DMart,2 kg,262.71,291.9,10,A09-R04-S03,1,low fat;kids
1570,Biscuits,Marie Gold 1 kg Parle,Parle,1 kg,363.99,363.99,0,A10-R05-S04,1,staple;low sugar
1571,Snacks,Mixture 1 kg DMart,DMart,1 kg,110.99,110.99,0,A01-R01-S05,1,low fat
1572,Rice,Regular Rice 2 kg Aashirvaad,Aashirvaad,2 kg,712.14,791.27,10,A02-R02-S06,1,staple;protein
1573,Rice,Sona Masoori 200 g DMart,DMart,200 g,316.31,316.31,0,A03-R03-S01,1,snack;low sugar
1574,Biscuits,Bourbon 250 g India Gate,India Gate,250 g,235.53,235.53,0,A04-R04-S02,1,low sugar;snack;staple
1575,Oil,Mustard Oil 500 g Lays,Lays,500 g,529.56,623.01,15,A05-R05-S03,1,low fat
1576,Bread,Brown Bread 100 g India Gate,India Gate,100 g,591.93,623.08,5,A06-R01-S04,1,high fibre;diabetic friendly;kids
1577,Dairy,Paneer 2 kg Aashirvaad,Aashirvaad,2 kg,174.67,218.34,20,A07-R02-S05,1,staple
1578,Biscuits,Milk Bikis 200 ml Lays,Lays,200 ml,648.75,720.83,10,A08-R03-S06,1,high fibre;low fat;staple
1579,Beverages,Mango Drink 1 L Lays,Lays,1 L,234.77,260.85,10,A09-R04-S01,1,high fibre
1580,Oil,Mustard Oil 500 ml Modern,Modern,500 ml,633.32,703.69,10,A10-R05-S02,1,high fibre
1581,Bread,Whole Wheat Bread 200 g DMart,DMart,200 g,605.46,637.33,5,A01-R01-S03,1,kids;high fibre;protein
1582,Rice,Regular Rice 200 g Fortune,Fortune,200 g,412.99,412.99,0,A02-R02-S04,1,staple
1583,Rice,Regular Rice 2 kg Amul,Amul,2 kg,255.82,300.96,15,A03-R03-S05,1,protein;snack;kids
1584,Dairy,Curd 200 g Aashirvaad,Aashirvaad,200 g,94.34,104.82,10,A04-R04-S06,1,low sugar;protein;high fibre
1585,Biscuits,Bourbon 1 L Aashirvaad,Aashirvaad,1 L,127.86,142.07,10,A05-R05-S01,1,diabetic friendly
1586,Oil,Mustard Oil 1 kg India Gate,India Gate,1 kg,767.38,767.38,0,A06-R01-S02,1,kids;staple;high fibre
1587,Snacks,Namkeen 2 kg Britannia,Britannia,2 kg,303.7,379.62,20,A07-R02-S03,1,staple;protein
1588,Dairy,Cheese Slices 500 g Parle,Parle,500 g,283.81,354.76,20,A08-R03-S04,1,high fibre;kids
1589,Rice,Basmati Rice 200 ml Lays,Lays,200 ml,512.74,539.73,5,A09-R04-S05,1,low sugar;snack;high fibre
1590,Snacks,Potato Chips 200 ml Fortune,Fortune,200 ml,21.33,26.66,20,A10-R05-S06,1,low sugar
1591,Oil,Mustard Oil 1 kg DMart,DMart,1 kg,214.87,238.74,10,A01-R01-S01,1,diabetic friendly;kids
1592,Oil,Mustard Oil 1 kg Aashirvaad,Aashirvaad,1 kg,458.85,458.85,0,A02-R02-S02,0,protein;diabetic friendly
1593,Bread,White Bread 200 ml DMart,DMart,200 ml,58.63,68.98,15,A03-R03-S03,1,diabetic friendly;protein;snack
1594,Oil,Groundnut Oil 200 g Lays,Lays,200 g,475.44,528.27,10,A04-R04-S04,1,low sugar;high fibre;kids
1595,Rice,Basmati Rice 200 g Amul,Amul,200 g,329.99,388.22,15,A05-R05-S05,1,staple;snack;low fat
1596,Pulses,Toor Dal 1 L Amul,Amul,1 L,468.22,585.28,20,A06-R01-S06,1,diabetic friendly;low fat
1597,Bread,Brown Bread 1 L Fortune,Fortune,1 L,52.14,54.88,5,A07-R02-S01,0,staple;low sugar
1598,Pulses,Chana Dal 200 g Parle,Parle,200 g,268.34,335.43,20,A08-R03-S02,1,snack;low fat
1599,Bread,White Bread 200 g Parle,Parle,200 g,376.99,418.88,10,A09-R04-S03,0,high fibre;kids;diabetic friendly
1600,Pulses,Moong Dal 500 g India Gate,India Gate,500 g,704.86,741.96,5,A10-R05-S04,1,low sugar
1601,Bread,Brown Bread 250 g Amul,Amul,250 g,406.69,478.46,15,A01-R01-S05,1,low sugar
1602,Bread,White Bread 200 ml Aashirvaad,Aashirvaad,200 ml,359.03,422.39,15,A02-R02-S06,1,snack
1603,Rice,Sona Masoori 100 g Amul,Amul,100 g,509.82,599.79,15,A03-R03-S01,0,diabetic friendly;snack
1604,Beverages,Mango Drink 250 g Parle,Parle,250 g,642.92,714.36,10,A04-R04-S02,1,high fibre;protein;diabetic friendly
1605,Rice,Sona Masoori 250 g Modern,Modern,250 g,261.12,290.13,10,A05-R05-S03,1,protein;low sugar
1606,Pulses,Moong Dal 250 g India Gate,India Gate,250 g,616.04,648.46,5,A06-R01-S04,1,staple
1607,Bread,Whole Wheat Bread 2 kg Fortune,Fortune,2 kg,223.75,248.61,10,A07-R02-S05,1,staple
1608,Pulses,Moong Dal 500 g Britannia,Britannia,500 g,347.85,386.5,10,A08-R03-S06,1,high fibre
1609,Bread,White Bread 250 g Britannia,Britannia,250 g,68.01,71.59,5,A09-R04-S01,0,low sugar
1610,Dairy,Toned Milk 500 ml Modern,Modern,500 ml,428.56,504.19,15,A10-R05-S02,1,low fat
1611,Beverages,Orange Juice 200 g India Gate,India Gate,200 g,695.88,732.5,5,A01-R01-S03,1,diabetic friendly;staple
1612,Rice,Basmati Rice 200 ml Parle,Parle,200 ml,561.92,591.5,5,A02-R02-S04,1,diabetic friendly;low fat;protein
1613,Dairy,Curd 200 ml Britannia,Britannia,200 ml,637.66,750.19,15,A03-R03-S05,1,low fat
1614,Snacks,Namkeen 200 ml Aashirvaad,Aashirvaad,200 ml,415.35,461.5,10,A04-R04-S06,1,low fat
1615,Snacks,Namkeen 1 kg Britannia,Britannia,1 kg,661.97,735.52,10,A05-R05-S01,1,low sugar;snack;staple
1616,Beverages,Orange Juice 500 g Fortune,Fortune,500 g,380.46,380.46,0,A06-R01-S02,1,diabetic friendly
1617,Snacks,Khakhra 250 g Modern,Modern,250 g,44.28,52.09,15,A07-R02-S03,1,protein;low fat;diabetic friendly
1618,Bread,Whole Wheat Bread 2 kg DMart,DMart,2 kg,534.8,629.18,15,A08-R03-S04,1,high fibre
1619,Beverages,Cola 500 ml DMart,DMart,500 ml,709.45,709.45,0,A09-R04-S05,1,low sugar
1620,Biscuits,Marie Gold 500 ml Fortune,Fortune,500 ml,334.74,418.43,20,A10-R05-S06,0,protein;low fat
1621,Bread,Brown Bread 500 g Lays,Lays,500 g,292.55,344.18,15,A01-R01-S01,1,high fibre
1622,Beverages,Cola 200 g Modern,Modern,200 g,406.11,427.48,5,A02-R02-S02,0,diabetic friendly
1623,Dairy,Paneer 500 g Lays,Lays,500 g,436.93,459.93,5,A03-R03-S03,1,low sugar;snack;high fibre
1624,Snacks,Namkeen 1 L Modern,Modern,1 L,58.09,61.15,5,A04-R04-S04,0,kids;protein;snack
1625,Dairy,Curd 200 g Aashirvaad,Aashirvaad,200 g,171.41,214.26,20,A05-R05-S05,1,high fibre
1626,Biscuits,Bourbon 100 g Aashirvaad,Aashirvaad,100 g,532.07,625.96,15,A06-R01-S06,1,low sugar;low fat
1627,Snacks,Mixture 1 kg Amul,Amul,1 kg,467.96,519.95,10,A07-R02-S01,1,kids;low sugar
1628,Bread,Brown Bread 200 g Parle,Parle,200 g,600.26,750.32,20,A08-R03-S02,1,high fibre
1629,Biscuits,Marie Gold 1 L Britannia,Britannia,1 L,542.25,637.94,15,A09-R04-S03,1,protein
1630,Pulses,Toor Dal 100 g Fortune,Fortune,100 g,750.02,789.5,5,A10-R05-S04,1,high fibre;kids;diabetic friendly
1631,Beverages,Orange Juice 200 g Britannia,Britannia,200 g,151.62,168.47,10,A01-R01-S05,1,staple
1632,Rice,Sona Masoori 1 L Parle,Parle,1 L,688.34,688.34,0,A02-R02-S06,1,snack
1633,Rice,Sona Masoori 250 g Fortune,Fortune,250 g,387.66,387.66,0,A03-R03-S01,1,low fat;protein
1634,Beverages,Orange Juice 200 g Parle,Parle,200 g,235.11,293.89,20,A04-R04-S02,0,diabetic friendly
1635,Biscuits,Good Day 200 ml Modern,Modern,200 ml,641.66,641.66,0,A05-R05-S03,1,staple
1636,Beverages,Cola 1 kg Aashirvaad,Aashirvaad,1 kg,755.28,795.03,5,A06-R01-S04,1,protein
1637,Rice,Basmati Rice 100 g Britannia,Britannia,100 g,124.88,124.88,0,A07-R02-S05,1,low fat
1638,Pulses,Toor Dal 500 g Lays,Lays,500 g,148.11,148.11,0,A08-R03-S06,1,low sugar;protein;diabetic friendly
